Season,TeamID,CoachName,coach_appearances,coach_tourn_wins,coach_final_fours,coach_championships,coach_win_rate
1985,1285,mike_montgomery,0,0,0,0,0.0
1985,1286,stu_starner,0,0,0,0,0.0
1985,1287,wayne_martin,0,0,0,0,0.0
1985,1288,nathaniel_mcmillian,0,0,0,0,0.0
1985,1290,lafayette_stribling,0,0,0,0,0.0
1985,1292,bruce_stewart,0,0,0,0,0.0
1985,1293,ronald_greene,0,0,0,0,0.0
1985,1296,john_mcdougal,0,0,0,0,0.0
1985,1298,paul_evans,0,0,0,0,0.0
1985,1299,don_corbett,0,0,0,0,0.0
1985,1301,jim_valvano,0,0,0,0,0.0
1985,1304,moe_iba,0,0,0,0,0.0
1985,1305,sonny_allen,0,0,0,0,0.0
1985,1306,gerry_friel,0,0,0,0,0.0
1985,1307,gary_colson,0,0,0,0,0.0
1985,1308,weldon_drew,0,0,0,0,0.0
1985,1309,don_smith,0,0,0,0,0.0
1985,1310,pete_lonergan,0,0,0,0,0.0
1985,1311,gordon_stauffer,0,0,0,0,0.0
1985,1314,dean_smith,0,0,0,0,0.0
1985,1317,tommy_newman,0,0,0,0,0.0
1985,1318,jim_calhoun,0,0,0,0,0.0
1985,1319,jay_arnote,0,0,0,0,0.0
1985,1320,jim_berry,0,0,0,0,0.0
1985,1321,rich_falk,0,0,0,0,0.0
1985,1322,wayne_yates,0,0,0,0,0.0
1985,1323,digger_phelps,0,0,0,0,0.0
1985,1325,danny_nee,0,0,0,0,0.0
1985,1326,eldon_miller,0,0,0,0,0.0
1985,1327,abe_lemons,0,0,0,0,0.0
1985,1328,billy_tubbs,0,0,0,0,0.0
1985,1329,paul_hansen,0,0,0,0,0.0
1985,1330,paul_webb,0,0,0,0,0.0
1985,1331,dick_acres,0,0,0,0,0.0
1985,1332,don_monson,0,0,0,0,0.0
1985,1333,ralph_miller,0,0,0,0,0.0
1985,1334,tom_o'neill,0,0,0,0,0.0
1985,1335,craig_littlepage,0,0,0,0,0.0
1985,1336,bruce_parkhill,0,0,0,0,0.0
1985,1337,jim_harrick,0,0,0,0,0.0
1985,1338,roy_chipman,0,0,0,0,0.0
1985,1339,jack_avina,0,0,0,0,0.0
1985,1341,jim_duplantier,0,0,0,0,0.0
1985,1343,pete_carril,0,0,0,0,0.0
1985,1344,joseph_mullaney,0,0,0,0,0.0
1985,1345,gene_keady,0,0,0,0,0.0
1985,1347,joe_davis,0,0,0,0,0.0
1985,1348,brendan_malone,0,0,0,0,0.0
1985,1349,tommy_suitts,0,0,0,0,0.0
1985,1350,dick_tarrant,0,0,0,0,0.0
1985,1351,john_carpenter,0,0,0,0,0.0
1985,1352,jarrett_durham,0,0,0,0,0.0
1985,1353,tom_young,0,0,0,0,0.0
1985,1354,chico_caldwell,0,0,0,0,0.0
1985,1356,allen_van_winkle,0,0,0,0,0.0
1985,1359,mel_hankinson,0,0,0,0,0.0
1985,1360,hank_egan,0,0,0,0,0.0
1985,1361,smokey_gaines,0,0,0,0,0.0
1985,1363,bill_berry,0,0,0,0,0.0
1985,1364,jerry_pimm,0,0,0,0,0.0
1985,1365,carroll_williams,0,0,0,0,0.0
1985,1368,newton_chelette,0,0,0,0,0.0
1985,1371,p_j_carlesimo,0,0,0,0,0.0
1985,1373,john_griffin,0,0,0,0,0.0
1985,1374,dave_bliss,0,0,0,0,0.0
1985,1375,mike_hanks,0,0,0,0,0.0
1985,1376,bill_e_foster,0,0,0,0,0.0
1985,1378,lee_rose,0,0,0,0,0.0
1985,1379,m_k_turk,0,0,0,0,0.0
1985,1380,robert_hopkins,0,0,0,0,0.0
1985,1382,jim_j_o'brien,0,0,0,0,0.0
1985,1383,bob_valvano,0,0,0,0,0.0
1985,1384,kevin_porter,0,0,0,0,0.0
1985,1385,lou_carnesecca,0,0,0,0,0.0
1985,1386,jim_boyle,0,0,0,0,0.0
1985,1387,rich_grawer,0,0,0,0,0.0
1985,1388,bill_oates,0,0,0,0,0.0
1985,1389,bob_dukiet,0,0,0,0,0.0
1985,1390,tom_davis,0,0,0,0,0.0
1985,1391,glenn_wilkes,0,0,0,0,0.0
1985,1393,jim_boeheim,0,0,0,0,0.0
1985,1395,jim_killingsworth,0,0,0,0,0.0
1985,1396,john_chaney,0,0,0,0,0.0
1985,1397,don_devoe,0,0,0,0,0.0
1985,1398,ed_meyers,0,0,0,0,0.0
1985,1399,tom_deaton,0,0,0,0,0.0
1985,1400,bob_weltlich,0,0,0,0,0.0
1985,1401,shelby_metcalf,0,0,0,0,0.0
1985,1402,celester_collier,0,0,0,0,0.0
1985,1403,gerald_myers,0,0,0,0,0.0
1985,1405,bob_nichols,0,0,0,0,0.0
1985,1406,terry_truax,0,0,0,0,0.0
1985,1408,ned_fowler,0,0,0,0,0.0
1985,1409,nolan_richardson_jr,0,0,0,0,0.0
1985,1410,lon_kruger,0,0,0,0,0.0
1985,1411,robert_moreland,0,0,0,0,0.0
1985,1412,gene_bartow,0,0,0,0,0.0
1985,1414,bill_mulligan,0,0,0,0,0.0
1985,1416,chuck_machock,0,0,0,0,0.0
1985,1417,walt_hazzard,0,0,0,0,0.0
1985,1418,bobby_paschal,0,0,0,0,0.0
1985,1419,mike_vining,0,0,0,0,0.0
1985,1423,mel_gibson,0,0,0,0,0.0
1985,1424,jerry_tarkanian,0,0,0,0,0.0
1985,1425,stan_morrison,0,0,0,0,0.0
1985,1426,bob_snake_legrand,0,0,0,0,0.0
1985,1427,don_eddy,0,0,0,0,0.0
1985,1428,lynn_archibald,0,0,0,0,0.0
1985,1429,rod_tueller,0,0,0,0,0.0
1985,1431,don_haskins,0,0,0,0,0.0
1985,1432,larry_costello,0,0,0,0,0.0
1985,1433,j_d_barnett,0,0,0,0,0.0
1985,1434,tom_smith,0,0,0,0,0.0
1985,1435,c_m_newton,0,0,0,0,0.0
1985,1436,bill_whitmore,0,0,0,0,0.0
1985,1437,rollie_massimino,0,0,0,0,0.0
1985,1438,terry_holland,0,0,0,0,0.0
1985,1439,charles_moir,0,0,0,0,0.0
1985,1440,marty_fletcher,0,0,0,0,0.0
1985,1441,steve_cottrell,0,0,0,0,0.0
1985,1442,jack_margenthaler,0,0,0,0,0.0
1985,1443,clem_haskins,0,0,0,0,0.0
1985,1444,vern_payne,0,0,0,0,0.0
1985,1446,gary_moss,0,0,0,0,0.0
1985,1447,neil_kennett,0,0,0,0,0.0
1985,1448,carl_tacy,0,0,0,0,0.0
1985,1449,marv_harshman,0,0,0,0,0.0
1985,1450,len_stevens,0,0,0,0,0.0
1985,1451,neil_mccarthy,0,0,0,0,0.0
1985,1452,gale_catlett,0,0,0,0,0.0
1985,1453,dick_lien,0,0,0,0,0.0
1985,1455,gene_smithson,0,0,0,0,0.0
1985,1456,barry_parkhill,0,0,0,0,0.0
1985,1458,steve_yoder,0,0,0,0,0.0
1985,1461,jim_brandenburg,0,0,0,0,0.0
1985,1462,bob_staak,0,0,0,0,0.0
1985,1463,tom_brennan,0,0,0,0,0.0
1985,1464,mike_rice_sr,0,0,0,0,0.0
1986,1102,reggie_minton,0,0,0,0,0.0
1986,1103,bob_huggins,0,0,0,0,0.0
1986,1104,wimp_sanderson,1,2,0,0,0.6666666666666666
1986,1106,james_oliver,0,0,0,0,0.0
1986,1108,davey_whitney,0,0,0,0,0.0
1986,1109,gary_zarecky,0,0,0,0,0.0
1986,1110,ed_tapscott,0,0,0,0,0.0
1986,1111,kevin_cantwell,0,0,0,0,0.0
1986,1112,lute_olson,1,0,0,0,0.0
1986,1113,steve_patterson,0,0,0,0,0.0
1986,1114,mike_newell,0,0,0,0,0.0
1986,1116,nolan_richardson_jr,0,0,0,0,0.0
1986,1117,nelson_catalina,0,0,0,0,0.0
1986,1119,les_wothke,0,0,0,0,0.0
1986,1120,sonny_smith,1,2,0,0,0.6666666666666666
1986,1121,marvin_vanover,0,0,0,0,0.0
1986,1122,lake_kelly,0,0,0,0,0.0
1986,1123,al_brown,0,0,0,0,0.0
1986,1124,gene_iba,0,0,0,0,0.0
1986,1126,cy_mcclairen,0,0,0,0,0.0
1986,1129,bobby_dye,0,0,0,0,0.0
1986,1130,gary_williams,0,0,0,0,0.0
1986,1131,mike_jarvis,0,0,0,0,0.0
1986,1132,john_weinert,0,0,0,0,0.0
1986,1133,dick_versace,0,0,0,0,0.0
1986,1134,mark_reiner,0,0,0,0,0.0
1986,1135,mike_cingiser,0,0,0,0,0.0
1986,1137,charles_woollum,0,0,0,0,0.0
1986,1139,joe_sexson,0,0,0,0,0.0
1986,1140,ladell_andersen,0,0,0,0,0.0
1986,1141,charlie_coles,0,0,0,0,0.0
1986,1143,lou_campanelli,0,0,0,0,0.0
1986,1144,billy_lee,0,0,0,0,0.0
1986,1145,nick_macarchuk,0,0,0,0,0.0
1986,1147,tommy_canterbury,0,0,0,0,0.0
1986,1149,tommy_gaither,0,0,0,0,0.0
1986,1150,jeff_mullins,0,0,0,0,0.0
1986,1151,mack_mccarthy,0,0,0,0,0.0
1986,1152,bob_hallberg,0,0,0,0,0.0
1986,1153,tony_yates,0,0,0,0,0.0
1986,1154,randy_nesbit,0,0,0,0,0.0
1986,1155,cliff_ellis,0,0,0,0,0.0
1986,1156,kevin_mackey,0,0,0,0,0.0
1986,1159,tony_relvas,0,0,0,0,0.0
1986,1160,tom_apke,0,0,0,0,0.0
1986,1161,tony_mcandrews,0,0,0,0,0.0
1986,1162,wayne_szoke,0,0,0,0,0.0
1986,1163,dom_perno,0,0,0,0,0.0
1986,1164,john_bates,0,0,0,0,0.0
1986,1165,tom_miller,0,0,0,0,0.0
1986,1166,tony_barone,0,0,0,0,0.0
1986,1168,george_mcquarn,0,0,0,0,0.0
1986,1171,paul_cormier,0,0,0,0,0.0
1986,1172,bobby_hussey,0,0,0,0,0.0
1986,1173,don_donoher,0,0,0,0,0.0
1986,1174,steve_steinwedel,0,0,0,0,0.0
1986,1175,marshall_emery,0,0,0,0,0.0
1986,1177,joey_meyer,1,0,0,0,0.0
1986,1178,don_sicko,0,0,0,0,0.0
1986,1179,gary_garner,0,0,0,0,0.0
1986,1180,eddie_burke,0,0,0,0,0.0
1986,1181,mike_krzyzewski,1,1,0,0,0.5
1986,1182,jim_satalin,0,0,0,0,0.0
1986,1183,rick_samuels,0,0,0,0,0.0
1986,1184,max_good,0,0,0,0,0.0
1986,1185,ben_braun,0,0,0,0,0.0
1986,1186,joe_folda,0,0,0,0,0.0
1986,1187,charlie_harrison,0,0,0,0,0.0
1986,1190,les_robinson,0,0,0,0,0.0
1986,1191,jim_crews,0,0,0,0,0.0
1986,1192,tom_green,0,0,0,0,0.0
1986,1193,mitch_buonaguro,0,0,0,0,0.0
1986,1196,norm_sloan,0,0,0,0,0.0
1986,1197,willie_booker,0,0,0,0,0.0
1986,1199,joe_williams,0,0,0,0,0.0
1986,1200,thomas_penders,0,0,0,0,0.0
1986,1201,tiny_grant,0,0,0,0,0.0
1986,1202,butch_estes,0,0,0,0,0.0
1986,1203,john_kuester,0,0,0,0,0.0
1986,1204,frank_kerns,0,0,0,0,0.0
1986,1206,joe_harrington,0,0,0,0,0.0
1986,1207,john_thompson_jr,1,5,1,0,0.8333333333333334
1986,1208,hugh_durham,0,0,0,0,0.0
1986,1209,bob_reinhart,0,0,0,0,0.0
1986,1210,bobby_cremins,1,3,0,0,0.75
1986,1211,dan_fitzgerald,0,0,0,0,0.0
1986,1212,fred_hobdy,0,0,0,0,0.0
1986,1215,dick_danford,0,0,0,0,0.0
1986,1216,jack_phelan,0,0,0,0,0.0
1986,1217,peter_roby,0,0,0,0,0.0
1986,1218,frank_arnold,0,0,0,0,0.0
1986,1220,dick_berg,0,0,0,0,0.0
1986,1221,george_blaney,0,0,0,0,0.0
1986,1222,guy_lewis,0,0,0,0,0.0
1986,1223,tommy_jones,0,0,0,0,0.0
1986,1224,a_b_williamson,0,0,0,0,0.0
1986,1225,bill_trumbo,0,0,0,0,0.0
1986,1226,jim_boutin,0,0,0,0,0.0
1986,1227,willie_little,0,0,0,0,0.0
1986,1228,lou_henson,1,2,0,0,0.6666666666666666
1986,1229,bob_donewald,0,0,0,0,0.0
1986,1231,bob_knight,0,0,0,0,0.0
1986,1232,ronald_greene,0,0,0,0,0.0
1986,1233,pat_kennedy,0,0,0,0,0.0
1986,1234,george_raveling,1,0,0,0,0.0
1986,1235,johnny_orr,1,0,0,0,0.0
1986,1238,paul_covington,0,0,0,0,0.0
1986,1239,bob_wenzel,0,0,0,0,0.0
1986,1241,john_thurston,0,0,0,0,0.0
1986,1242,larry_brown,1,1,0,0,0.5
1986,1243,jack_hartman,0,0,0,0,0.0
1986,1245,jim_mcdonald,0,0,0,0,0.0
1986,1246,eddie_sutton,1,1,0,0,0.5
1986,1247,lefty_ervin,0,0,0,0,0.0
1986,1248,butch_van_breda_kolff,0,0,0,0,0.0
1986,1249,pat_foster,0,0,0,0,0.0
1986,1250,fran_mccaffery,0,0,0,0,0.0
1986,1253,ron_palmer,0,0,0,0,0.0
1986,1254,paul_lizzo,0,0,0,0,0.0
1986,1256,tommy_joe_eagles,0,0,0,0,0.0
1986,1257,denny_crum,0,0,0,0,0.0
1986,1258,paul_westhead,0,0,0,0,0.0
1986,1259,mark_amatucci,0,0,0,0,0.0
1986,1260,gene_sullivan,0,0,0,0,0.0
1986,1261,dale_brown,1,0,0,0,0.0
1986,1263,skip_chappelle,0,0,0,0,0.0
1986,1264,tom_sullivan,0,0,0,0,0.0
1986,1265,matt_furjanic,0,0,0,0,0.0
1986,1266,rick_majerus,0,0,0,0,0.0
1986,1267,rick_huckabay,0,0,0,0,0.0
1986,1268,lefty_driesell,1,2,0,0,0.6666666666666666
1986,1269,ron_gerlufsen,0,0,0,0,0.0
1986,1270,glenn_duhon,0,0,0,0,0.0
1986,1271,howie_evans,0,0,0,0,0.0
1986,1272,dana_kirk,1,4,0,0,0.8
1986,1273,bill_bibb,0,0,0,0,0.0
1986,1274,bill_c_foster,0,0,0,0,0.0
1986,1275,jerry_peirson,1,0,0,0,0.0
1986,1276,bill_frieder,1,1,0,0,0.5
1986,1277,jud_heathcote,1,0,0,0,0.0
1986,1278,jimmy_williams,0,0,0,0,0.0
1986,1279,lee_hunt,0,0,0,0,0.0
1986,1280,bob_boyd,0,0,0,0,0.0
1986,1281,norm_stewart,0,0,0,0,0.0
1986,1283,charles_spoonhour,0,0,0,0,0.0
1986,1284,ron_kornegay,0,0,0,0,0.0
1986,1285,mike_montgomery,0,0,0,0,0.0
1986,1286,stu_starner,0,0,0,0,0.0
1986,1287,wayne_martin,0,0,0,0,0.0
1986,1288,nathaniel_frazier,0,0,0,0,0.0
1986,1290,lafayette_stribling,0,0,0,0,0.0
1986,1292,bruce_stewart,0,0,0,0,0.0
1986,1293,steve_newton,0,0,0,0,0.0
1986,1296,john_mcdougal,0,0,0,0,0.0
1986,1298,paul_evans,1,1,0,0,0.5
1986,1299,don_corbett,1,0,0,0,0.0
1986,1301,jim_valvano,1,3,0,0,0.75
1986,1304,moe_iba,0,0,0,0,0.0
1986,1305,sonny_allen,0,0,0,0,0.0
1986,1306,gerry_friel,0,0,0,0,0.0
1986,1307,gary_colson,0,0,0,0,0.0
1986,1308,neil_mccarthy,0,0,0,0,0.0
1986,1309,benny_dees,0,0,0,0,0.0
1986,1310,andy_walker,0,0,0,0,0.0
1986,1311,gordon_stauffer,0,0,0,0,0.0
1986,1314,dean_smith,1,3,0,0,0.75
1986,1317,tommy_newman,0,0,0,0,0.0
1986,1318,jim_calhoun,1,0,0,0,0.0
1986,1319,jay_arnote,0,0,0,0,0.0
1986,1320,jim_berry,0,0,0,0,0.0
1986,1321,rich_falk,0,0,0,0,0.0
1986,1322,don_beasley,0,0,0,0,0.0
1986,1323,digger_phelps,1,1,0,0,0.5
1986,1325,danny_nee,0,0,0,0,0.0
1986,1326,eldon_miller,0,0,0,0,0.0
1986,1328,billy_tubbs,1,3,0,0,0.75
1986,1329,paul_hansen,0,0,0,0,0.0
1986,1330,tom_young,0,0,0,0,0.0
1986,1331,ted_owens,0,0,0,0,0.0
1986,1332,don_monson,0,0,0,0,0.0
1986,1333,ralph_miller,0,0,0,0,0.0
1986,1334,tom_o'neill,0,0,0,0,0.0
1986,1335,tom_schneider,0,0,0,0,0.0
1986,1336,bruce_parkhill,0,0,0,0,0.0
1986,1337,jim_harrick,1,0,0,0,0.0
1986,1338,roy_chipman,0,0,0,0,0.0
1986,1339,jack_avina,0,0,0,0,0.0
1986,1341,jim_duplantier,0,0,0,0,0.0
1986,1343,pete_carril,0,0,0,0,0.0
1986,1344,rick_pitino,0,0,0,0,0.0
1986,1345,gene_keady,1,0,0,0,0.0
1986,1347,joe_davis,0,0,0,0,0.0
1986,1348,brendan_malone,0,0,0,0,0.0
1986,1349,tommy_suitts,0,0,0,0,0.0
1986,1350,dick_tarrant,0,0,0,0,0.0
1986,1351,john_carpenter,0,0,0,0,0.0
1986,1352,jarrett_durham,0,0,0,0,0.0
1986,1353,craig_littlepage,0,0,0,0,0.0
1986,1354,chico_caldwell,0,0,0,0,0.0
1986,1356,rich_herrin,0,0,0,0,0.0
1986,1359,mel_hankinson,0,0,0,0,0.0
1986,1360,hank_egan,0,0,0,0,0.0
1986,1361,smokey_gaines,0,0,0,0,0.0
1986,1362,jim_brovelli,0,0,0,0,0.0
1986,1363,bill_berry,0,0,0,0,0.0
1986,1364,jerry_pimm,0,0,0,0,0.0
1986,1365,carroll_williams,0,0,0,0,0.0
1986,1368,newton_chelette,0,0,0,0,0.0
1986,1371,p_j_carlesimo,0,0,0,0,0.0
1986,1373,john_griffin,0,0,0,0,0.0
1986,1374,dave_bliss,0,0,0,0,0.0
1986,1375,mike_hanks,0,0,0,0,0.0
1986,1376,bill_e_foster,0,0,0,0,0.0
1986,1378,lee_rose,0,0,0,0,0.0
1986,1379,m_k_turk,0,0,0,0,0.0
1986,1380,robert_hopkins,0,0,0,0,0.0
1986,1382,jim_j_o'brien,0,0,0,0,0.0
1986,1383,bob_valvano,0,0,0,0,0.0
1986,1384,kevin_porter,0,0,0,0,0.0
1986,1385,lou_carnesecca,1,4,0,0,0.8
1986,1386,jim_boyle,0,0,0,0,0.0
1986,1387,rich_grawer,0,0,0,0,0.0
1986,1388,bill_oates,0,0,0,0,0.0
1986,1389,bob_dukiet,0,0,0,0,0.0
1986,1390,tom_davis,0,0,0,0,0.0
1986,1391,glenn_wilkes,0,0,0,0,0.0
1986,1393,jim_boeheim,1,1,0,0,0.5
1986,1395,jim_killingsworth,0,0,0,0,0.0
1986,1396,john_chaney,1,1,0,0,0.5
1986,1397,don_devoe,0,0,0,0,0.0
1986,1398,larry_reid,0,0,0,0,0.0
1986,1399,tom_deaton,0,0,0,0,0.0
1986,1400,bob_weltlich,0,0,0,0,0.0
1986,1401,shelby_metcalf,0,0,0,0,0.0
1986,1402,celester_collier,0,0,0,0,0.0
1986,1403,gerald_myers,1,0,0,0,0.0
1986,1405,bob_nichols,0,0,0,0,0.0
1986,1406,terry_truax,0,0,0,0,0.0
1986,1409,j_d_barnett,1,1,0,0,0.5
1986,1410,lon_kruger,0,0,0,0,0.0
1986,1411,robert_moreland,0,0,0,0,0.0
1986,1412,gene_bartow,1,1,0,0,0.5
1986,1414,bill_mulligan,0,0,0,0,0.0
1986,1416,phil_carter,0,0,0,0,0.0
1986,1417,walt_hazzard,0,0,0,0,0.0
1986,1418,bobby_paschal,0,0,0,0,0.0
1986,1419,mike_vining,0,0,0,0,0.0
1986,1423,mel_gibson,0,0,0,0,0.0
1986,1424,jerry_tarkanian,1,1,0,0,0.5
1986,1425,stan_morrison,0,0,0,0,0.0
1986,1426,bob_snake_legrand,0,0,0,0,0.0
1986,1427,larry_gatewood,0,0,0,0,0.0
1986,1428,lynn_archibald,0,0,0,0,0.0
1986,1429,rod_tueller,0,0,0,0,0.0
1986,1431,don_haskins,1,1,0,0,0.5
1986,1432,larry_costello,0,0,0,0,0.0
1986,1433,mike_pollio,0,0,0,0,0.0
1986,1434,tom_smith,0,0,0,0,0.0
1986,1435,c_m_newton,0,0,0,0,0.0
1986,1436,bill_whitmore,0,0,0,0,0.0
1986,1437,rollie_massimino,1,6,1,0,1.0
1986,1438,terry_holland,0,0,0,0,0.0
1986,1439,charles_moir,1,0,0,0,0.0
1986,1440,marty_fletcher,0,0,0,0,0.0
1986,1441,steve_cottrell,0,0,0,0,0.0
1986,1442,jack_margenthaler,0,0,0,0,0.0
1986,1443,clem_haskins,0,0,0,0,0.0
